SongID,year,comboWeek,comboInstance,maxPose,top1,top5,top10
RiverEminem Featuring Ed Sheeran,2018,15,1,32,0,0,0
Do I Love You?The Ronettes,1964,9,1,34,0,0,0
Breaking Up Is Hard To DoLenny Welch,1970,10,1,34,0,0,0
Point Of Know ReturnKansas,1977,14,1,28,0,0,0
Deja VuDionne Warwick,1979,19,1,15,0,0,0
Don't Shed A TearPaul Carrack,1987,24,1,9,0,0,3
PamelaToto,1988,19,1,22,0,0,0
Days Of Wine And RosesHenry Mancini And His Orchestra,1963,18,1,33,0,0,0
One More TimeThe Ray Charles Singers,1964,10,1,32,0,0,0
As Good As I Once WasToby Keith,2005,20,1,28,0,0,0
See See RiderLaVern Baker,1962,11,1,34,0,0,0
Pictures Of Matchstick MenThe Status Quo,1968,17,1,12,0,0,0
SunriseEric Carmen,1976,10,1,34,0,0,0
Don't Take Away The MusicTavares,1976,12,1,34,0,0,0
CinderellaFirefall,1977,10,1,34,0,0,0
Blessed Are The BelieversAnne Murray,1981,13,1,34,0,0,0
Can't Stop Lovin' YouVan Halen,1995,20,1,30,0,0,0
Can I Get A...Jay-Z Featuring Amil (Of Major Coinz) & Ja,1998,37,1,19,0,0,0
Standing StillJewel,2001,20,1,25,0,0,0
Angel On My ShoulderShelby Flint,1960,12,1,22,0,0,0
Stop The WeddingEtta James,1962,9,1,34,0,0,0
That's The Way Love IsBobby Bland,1963,10,1,33,0,0,0
All Our TomorrowsEddie Schwartz,1981,15,1,28,0,0,0
Dead GiveawayShalamar,1983,20,1,22,0,0,0
Back WhenTim McGraw,2004,19,1,30,0,0,0
Rock Yo HipsCrime Mob Featuring Lil Scrappy,2007,20,1,30,0,0,0
Big City Miss Ruth AnnGallery,1972,15,1,23,0,0,0
Talking In Your SleepCrystal Gayle,1978,18,1,18,0,0,0
Sweet BabyStanley Clarke/George Duke,1981,20,1,19,0,0,0
Only When You LeaveSpandau Ballet,1984,12,1,34,0,0,0
The Belle Of St. MarkSheila E.,1984,15,1,34,0,0,0
Stone Cold GentlemanRalph Tresvant,1991,11,1,34,0,0,0
SummertimeKenny Chesney,2006,20,1,34,0,0,0
Shakey GroundThe Temptations,1975,14,1,26,0,0,0
Come Baby ComeK7,1993,21,1,18,0,0,0
Pop OutPolo G Featuring Lil Tjay,2019,27,1,11,0,0,0
Dance (Disco Heat)Sylvester,1978,18,1,19,0,0,0
Ain't Even Done With The NightJohn Cougar,1981,21,1,17,0,0,0
Shoeshine BoyEddie Kendricks,1975,18,1,18,0,0,0
Roll Out (My Business)Ludacris,2001,21,1,17,0,0,0
One Nation Under A Groove - Part IFunkadelic,1978,14,1,28,0,0,0
DaughtersJohn Mayer,2004,23,1,19,0,0,0
Classic ManJidenna Featuring Roman GianArthur,2015,21,1,22,0,0,0
Stand By Your ManTammy Wynette,1968,16,1,19,0,0,0
(Such An) Easy QuestionElvis Presley With The Jordanaires,1965,8,1,11,0,0,0
Batman ThemeThe Marketts,1966,9,1,17,0,0,0
Say Something FunnyPatty Duke,1965,8,1,22,0,0,0
Spirit In The DarkAretha Franklin with The Dixie Flyers,1970,8,1,23,0,0,0
Absolutely RightFive Man Electrical Band,1971,8,1,26,0,0,0
Summertime BluesThe Who,1970,9,1,27,0,0,0
Paper DollP.M. Dawn,1992,12,1,28,0,0,0
So Long BabyDel Shannon,1961,10,1,28,0,0,0
Soul Power (Pt. 1)James Brown,1971,9,1,29,0,0,0
Carpet ManThe 5th Dimension,1968,9,1,29,0,0,0
Do-Wacka-DoRoger Miller,1964,8,1,31,0,0,0
Pucker Up ButtercupJr. Walker & The All Stars,1967,8,1,31,0,0,0
One Of Us (Will Weep Tonight)Patti Page,1960,14,1,31,0,0,0
CompletelyMichael Bolton,1994,15,1,32,0,0,0
All Time LowJon Bellion,2016,22,1,16,0,0,0
Bongo StompLittle Joey And The Flips,1962,10,1,33,0,0,0
"Bad Boy For LifeP. Diddy, Black Rob & Mark Curry",2001,12,1,33,0,0,0
SecurityEtta James,1968,10,1,35,0,0,0
Be Mine TonightNeil Diamond,1982,11,1,35,0,0,0
Queen Of The Broken HeartsLoverboy,1983,12,1,34,0,0,0
"Da'Butt (From The ""School Daze"" Soundtrack)E.U.",1988,12,1,35,0,0,0
Spending My TimeRoxette,1991,20,1,32,0,0,0
(I Know I Got) SkillzShaquille O'Neal,1993,20,1,35,0,0,0
0 To 100 / The Catch UpDrake,2014,20,1,35,0,0,0
"Beg, Borrow And StealOhio Express",1967,12,1,29,0,0,0
Baby Hold OnThe Grass Roots,1970,10,1,35,0,0,0
Rock 'N Roll SoulGrand Funk Railroad,1972,13,1,29,0,0,0
SuperstarPaul Davis,1976,9,1,35,0,0,0
People Are Still Having SexLaTour,1991,11,1,35,0,0,0
100% Pure LoveCrystal Waters,1994,45,1,11,0,0,0
Days Go ByKeith Urban,2004,20,1,31,0,0,0
Blue AutumnBobby Goldsboro,1966,9,1,35,0,0,0
Cab DriverThe Mills Brothers,1968,15,1,23,0,0,0
That's Where I Went WrongThe Poppy Family (Featuring Susan Jacks),1970,13,1,29,0,0,0
Reelin' & Rockin'Chuck Berry,1972,13,1,27,0,0,0
Almost Like Being In LoveMichael Johnson,1978,12,1,32,0,0,0
AlibisSergio Mendes,1984,19,1,29,0,0,0
Back To The HotelN2Deep,1992,30,1,14,0,0,0
Count Every StarDonnie and The Dreamers,1961,10,1,35,0,0,0
She Came In Through The Bathroom WindowJoe Cocker,1969,12,1,30,0,0,0
Boogie ShoesKC And The Sunshine Band,1978,10,1,35,0,0,0
Dog + ButterflyHeart,1979,10,1,34,0,0,0
Sea Of LoveDel Shannon,1981,12,1,33,0,0,0
Digging Your SceneThe Blow Monkeys,1986,19,1,14,0,0,0
Don't Make Me OverSybil,1989,23,1,20,0,0,0
Stand By Your ManCandi Staton,1970,14,1,24,0,0,0
Daisy A DayJud Strunk,1973,16,1,14,0,0,0
CarrieCliff Richard,1980,11,1,34,0,0,0
CentipedeRebbie Jackson,1984,19,1,24,0,0,0
BailandoEnrique Iglesias Featuring Descemer Bueno & Gente de Zona,2014,30,1,12,0,0,0
Ready Or Not Here I Come (Can't Hide From Love)The Delfonics,1968,9,1,35,0,0,0
CrazyIcehouse,1987,21,1,14,0,0,0
AlrightDarius Rucker,2009,20,1,30,0,0,0
Once Upon A TimeRochell And The Candles With Johnny Wyatt,1961,13,1,26,0,0,0
Rock Me TonightFreddie Jackson,1985,19,1,18,0,0,0
Close My Eyes ForeverLita Ford (Duet With Ozzy Osbourne),1989,25,1,8,0,0,4
That's The Way I've Always Heard It Should BeCarly Simon,1971,17,1,10,0,0,2
The Air That I BreatheThe Hollies,1974,21,1,6,0,0,4
The BabyBlake Shelton,2002,20,1,28,0,0,0
Desert RoseSting Featuring Cheb Mami,2000,26,1,17,0,0,0
A Sign Of The TimesPetula Clark,1966,8,1,11,0,0,0
Point Of No ReturnGene McDaniels,1962,10,1,21,0,0,0
Part-Time LoveElton John,1978,10,1,22,0,0,0
That Stranger Used To Be My GirlTrade Martin,1962,8,1,28,0,0,0
Start The CommotionThe Wiseguys,2001,12,1,31,0,0,0
Ring Dang DooSam The Sham and the Pharaohs,1965,9,1,33,0,0,0
100 YearsFive For Fighting,2004,22,1,28,0,0,0
Do ItNeil Diamond,1970,10,1,36,0,0,0
Devoted To YouCarly Simon & James Taylor,1978,9,1,36,0,0,0
Starting Over AgainDolly Parton,1980,10,1,36,0,0,0
StoleKelly Rowland,2002,20,1,27,0,0,0
Can We Still Be FriendsTodd Rundgren,1978,15,1,29,0,0,0
Sweet Lui-LouiseIronhorse,1979,10,1,36,0,0,0
Only A Lonely Heart SeesFelix Cavaliere,1980,11,1,36,0,0,0
BrokenheartsvilleJoe Nichols,2003,20,1,27,0,0,0
"Sugar (Gimme Some)Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo",2005,26,1,20,0,0,0
Soul SerenadeWillie Mitchell,1968,15,1,23,0,0,0
SlideSlave,1977,13,1,32,0,0,0
RollerApril Wine,1979,11,1,34,0,0,0
Ain't That A ShameCheap Trick,1979,10,1,35,0,0,0
Sugar CaneSpacemonkeyz,1998,4,1,58,0,0,0
Sorry 2004Ruben Studdard,2004,20,1,9,0,0,4
Show Me The MoneyPetey Pablo,2006,5,2,58,0,0,0
Don't Let The Sun Go Down On MeDavid Archuleta,2008,1,1,58,0,0,0
All The Right MovesOneRepublic,2009,34,1,18,0,0,0
Soldier Of LoveSade,2010,11,1,52,0,0,0
Any Way You Want It/Lovin' Touchin' Squeezin'Glee Cast,2010,1,1,58,0,0,0
Circle The DrainKaty Perry,2010,1,1,58,0,0,0
P.Y.T. (Pretty Young Thing)Glee Cast,2011,1,1,58,0,0,0
Police Dog BluesHugh Laurie,2011,2,1,58,0,0,0
Christmas Song (Chestnuts Roasting On An Open Fire)Justin Bieber Featuring Usher,2011,1,1,58,0,0,0
Stay ScheminRick Ross Featuring Drake & French Montana,2012,2,1,58,0,0,0
99 ProblemsTony Lucca,2012,1,1,58,0,0,0
Bottoms UpBrantley Gilbert,2014,25,1,20,0,0,0
Raging FirePhillip Phillips,2014,8,2,58,0,0,0
Beautiful CrazyLuke Combs,2018,31,3,21,0,0,0
SoberDemi Lovato,2018,3,2,47,0,0,0
Can't Leave Without It21 Savage,2019,4,1,58,0,0,0
Outta My HeadKhalid With John Mayer,2019,1,1,58,0,0,0
School Is InGary U.S. Bonds,1961,5,1,28,0,0,0
Sweet Caroline (Good Times Never Seemed So Good)Neil Diamond,1969,14,1,4,0,4,6
Thank You Falettinme Be Mice Elf Agin/Everybody Is A StarSly & The Family Stone,1970,13,1,1,2,5,7
Don't Play That SongAretha Franklin with The Dixie Flyers,1970,10,1,11,0,0,0
"DevotionEarth, Wind & Fire",1974,7,1,33,0,0,0
Ooh Ooh SongPat Benatar,1985,9,1,36,0,0,0
Sign 'O' The TimesPrince,1987,14,1,3,0,3,5
"After All (Love Theme From ""Chances Are"")Cher & Peter Cetera",1989,20,1,6,0,0,4
Tearin' Up My Heart'N Sync,1998,1,1,59,0,0,0
DamagedTLC,2003,4,1,53,0,0,0
Pursuit Of Happiness (Nightmare)Kid Cudi Featuring MGMT & Ratatat,2009,3,2,59,0,0,0
Crazy GirlEli Young Band,2011,36,2,30,0,0,0
Pure ImaginationGlee Cast,2011,1,1,59,0,0,0
Change MeJustin Bieber,2013,1,1,59,0,0,0
Diamond Teeth SamuraiYoungBoy Never Broke Again,2018,5,1,59,0,0,0
Doin' TimeLana Del Rey,2019,2,1,59,0,0,0
Christmas Tree FarmTaylor Swift,2019,1,1,59,0,0,0
Over And OverBobby Day,1958,11,1,41,0,0,0
Borrowed DreamsBobby Helms,1958,2,1,60,0,0,0
Slow Twistin'Chubby Checker (with Dee Dee Sharp),1962,14,1,3,0,4,7
Pretty PaperRoy Orbison,1963,7,1,15,0,0,0
BecauseThe Dave Clark Five,1964,10,1,3,0,2,5
Secret Agent ManJohnny Rivers,1966,11,1,3,0,3,5
Cry Like A BabyThe Box Tops,1968,15,1,2,0,5,6
She's A LadyTom Jones,1971,14,1,2,0,6,8
Puppy LoveDonny Osmond,1972,12,1,3,0,2,5
Saturday In The ParkChicago,1972,12,1,3,0,3,4
Do It ('til You're Satisfied)B.T. Express,1974,18,1,2,0,4,7
Angie BabyHelen Reddy,1974,17,1,1,1,3,6
Take It Like A ManBachman-Turner Overdrive,1976,7,1,33,0,0,0
Song On The RadioAl Stewart,1979,9,1,29,0,0,0
Biggest Part Of MeAmbrosia,1980,19,1,3,0,3,8
Stand BackStevie Nicks,1983,19,1,5,0,1,6
BabyBrandy,1995,20,1,4,0,6,9
All Or NothingO-Town,2001,20,1,3,0,2,6
Don't Let Me Get MeP!nk,2002,21,1,8,0,0,4
Bad Boy This Bad Boy ThatBad Boy's Da Band,2003,9,1,50,0,0,0
Overnight CelebrityTwista,2004,20,1,6,0,0,9
Black SweatPrince,2006,1,1,60,0,0,0
StrutThe Cheetah Girls,2006,2,1,53,0,0,0
OneGlee Cast,2010,1,1,60,0,0,0
"Dark FantasyKanye West Featuring Teyana Taylor, Nicki Minaj & Bon Iver",2010,1,1,60,0,0,0
BabelMumford & Sons,2012,5,1,60,0,0,0
CryCassadee Pope,2013,1,1,60,0,0,0
Pom PomsJonas Brothers,2013,1,1,60,0,0,0
StyleTaylor Swift,2014,32,3,6,0,0,9
Say ItFlume Featuring Tove Lo,2016,4,3,60,0,0,0
Do Not DisturbDrake,2017,2,1,60,0,0,0
444+222Lil Uzi Vert,2017,3,1,60,0,0,0
Billy6ix9ine,2018,8,1,50,0,0,0
ContraLogic,2018,1,1,60,0,0,0
Say Amen (Saturday Night)Panic! At The Disco,2018,3,2,60,0,0,0
BeautifulBazzi Featuring Camila Cabello,2018,27,1,26,0,0,0
BLOWEd Sheeran With Chris Stapleton & Bruno Mars,2019,2,1,60,0,0,0
ShamelessCamila Cabello,2019,3,1,60,0,0,0
6 KissTrippie Redd Featuring Juice WRLD & YNW Melly,2019,4,1,60,0,0,0
Peek-A-BooThe Cadillacs,1958,10,1,28,0,0,0
Country BoyFats Domino,1960,10,1,25,0,0,0
String AlongFabian,1960,8,1,39,0,0,0
A Rockin' Good Way (To Mess Around And Fall In Love)Dinah Washington & Brook Benton,1960,13,1,7,0,0,3
PatchesDickey Lee,1962,14,1,6,0,0,7
"Puff (The Magic Dragon)Peter, Paul & Mary",1963,14,1,2,0,5,6
ReflectionsDiana Ross & The Supremes,1967,11,1,2,0,5,7
Scarborough Fair (/Canticle)Simon & Garfunkel,1968,11,1,11,0,0,0
D. W. WashburnThe Monkees,1968,7,1,19,0,0,0
SeeThe Rascals,1969,8,1,27,0,0,0
Take A Letter MariaR.B. Greaves,1969,15,1,2,0,3,7
Stoned LoveThe Supremes,1970,14,1,7,0,0,5
Talking Loud And Saying Nothing - Part IJames Brown,1972,7,1,27,0,0,0
Black & WhiteThree Dog Night,1972,11,1,1,1,3,5
SingCarpenters,1973,14,1,3,0,3,6
Banapple GasCat Stevens,1976,6,1,41,0,0,0
Somebody's Gettin' ItJohnnie Taylor,1976,7,1,33,0,0,0
She Believes In MeKenny Rogers,1979,16,1,5,0,2,7
Ride Like The WindChristopher Cross,1980,21,1,2,0,6,9
RaptureBlondie,1981,20,1,1,2,4,8
Start Me UpThe Rolling Stones,1981,24,1,2,0,6,11
TearsJohn Waite,1984,13,1,37,0,0,0
Always On My MindPet Shop Boys,1988,15,1,4,0,1,4
2 Legit 2 QuitM.C. Hammer,1991,20,1,5,0,1,4
Don't Look Back In AngerOasis,1996,14,1,55,0,0,0
Cheated (To All The Girls)Wyclef Jean Featuring Queen Pen & The Product,1998,8,1,61,0,0,0
Only When I Lose MyselfDepeche Mode,1998,9,1,61,0,0,0
Rock Your BodyJustin Timberlake,2003,22,1,5,0,1,7
Save RoomJohn Legend,2006,6,2,61,0,0,0
DashboardModest Mouse,2007,6,2,61,0,0,0
RollFlo Rida Featuring Sean Kingston,2008,2,1,61,0,0,0
So FineSean Paul,2009,9,1,50,0,0,0
Doesn't Mean AnythingAlicia Keys,2009,10,1,60,0,0,0
BeautifulGlee Cast,2010,1,1,61,0,0,0
Run Joey RunGlee Cast Featuring Jonathan Groff,2010,1,1,61,0,0,0
"Bon, BonPitbull",2010,5,2,61,0,0,0
9 PieceRick Ross Featuring Lil Wayne Or T.I.,2011,2,1,61,0,0,0
RedemptionDrake,2016,3,2,61,0,0,0
Stargirl InterludeThe Weeknd Featuring Lana Del Rey,2016,1,1,61,0,0,0
Regret In Your TearsNicki Minaj,2017,1,1,61,0,0,0
Speak To A GirlTim McGraw & Faith Hill,2017,2,1,61,0,0,0
Business Is BusinessLil Baby & Gunna,2018,1,1,61,0,0,0
Pass OutQuavo Featuring 21 Savage,2018,1,1,61,0,0,0
SurfYoung Thug Featuring Gunna,2019,1,1,61,0,0,0
Puppy LovePaul Anka,1960,14,1,2,0,4,7
Rudolph The Red Nosed ReindeerDavid Seville And The Chipmunks,1960,9,3,21,0,0,0
ShadrackBrook Benton,1962,9,1,19,0,0,0
RingoLorne Greene,1964,12,1,1,1,4,7
AlfieCher,1966,6,1,32,0,0,0
Standing In The Shadows Of LoveFour Tops,1966,10,1,6,0,0,5
Country Girl - City ManBilly Vera & Judy Clay,1968,6,1,36,0,0,0
Choo Choo TrainThe Box Tops,1968,8,1,26,0,0,0
Son-Of-A Preacher ManDusty Springfield,1968,12,1,10,0,0,2
Proud MaryCreedence Clearwater Revival,1969,14,1,2,0,5,7
Cracklin' RosieNeil Diamond,1970,15,1,1,1,5,7
Sunday Morning Coming DownJohnny Cash,1970,7,1,46,0,0,0
Stop The War NowEdwin Starr,1970,8,1,26,0,0,0
Take A Look AroundThe Temptations,1972,8,1,30,0,0,0
Boogie On Reggae WomanStevie Wonder,1974,17,1,3,0,3,8
Don't Look BackBoston,1978,13,1,4,0,2,6
Owner Of A Lonely HeartYes,1983,23,1,1,2,8,10
Sea Of LoveThe Honeydrippers,1984,20,1,3,0,5,6
Alphabet St.Prince,1988,13,1,8,0,0,2
Baby Don't Forget My NumberMilli Vanilli,1989,21,1,1,1,4,6
Something Happened On The Way To HeavenPhil Collins,1990,22,1,4,0,1,4
Suicide BlondeINXS,1990,13,1,9,0,0,2
"Sympathy For The Devil (""Interview With The Vampire"")Guns N' Roses",1994,8,1,55,0,0,0
Sour Times (Nobody Loves Me)Portishead,1995,9,1,53,0,0,0
Come BackLondonbeat,1995,5,1,62,0,0,0
DestinyMyron,1998,13,1,47,0,0,0
DaysleeperR.E.M.,1998,3,1,57,0,0,0
Stuck In A Moment You Can't Get Out OfU2,2001,20,1,52,0,0,0
RunningNo Doubt,2003,6,1,62,0,0,0
Bop To The TopLucas Grabeel & Ashley Tisdale,2006,2,1,62,0,0,0
Swing Ya RagT.I. Featuring Swizz Beatz,2008,2,1,62,0,0,0
AngelAkon,2010,10,5,56,0,0,0
AnimalGlee Cast,2011,1,1,62,0,0,0
Red NationGame Featuring Lil Wayne,2011,1,1,62,0,0,0
Some Nightsfun.,2012,56,1,3,0,13,19
Red NoseSage The Gemini,2013,20,1,52,0,0,0
Real LifeThe Weeknd,2015,2,1,62,0,0,0
Call CastingMigos,2017,1,1,62,0,0,0
RollinCalvin Harris Featuring Future & Khalid,2017,4,3,62,0,0,0
Open SafeLil Wayne,2018,1,1,62,0,0,0
OverdueMetro Boomin Featuring Travis Scott,2018,1,1,62,0,0,0
One MinuteXXXTENTACION Featuring Kanye West & Travis Barker,2018,1,1,62,0,0,0
Sally WalkerIggy Azalea,2019,1,1,62,0,0,0
Carter SonYoungBoy Never Broke Again,2019,2,1,62,0,0,0
PadreToni Arden,1958,4,1,63,0,0,0
So CloseBrook Benton,1959,7,1,38,0,0,0
A Boy Without A GirlFrankie Avalon,1959,14,1,10,0,0,1
Take Good Care Of HerAdam Wade,1961,14,1,7,0,0,4
Soldier BoyThe Shirelles,1962,14,1,1,3,7,8
Over And OverThe Dave Clark Five,1965,12,1,1,1,4,6
"Opus 17 (Don't You Worry 'Bout Me)The 4 Seasons Featuring the ""Sound of Frankie Valli""",1966,8,1,13,0,0,0
She Is Still A MysteryThe Lovin' Spoonful,1967,6,1,27,0,0,0
The Ballad Of Bonnie And ClydeGeorgie Fame,1968,14,1,7,0,0,6
Some Things You Never Get Used ToDiana Ross & The Supremes,1968,7,1,30,0,0,0
Right RelationsJohnny Rivers,1968,3,1,61,0,0,0
Rock MeSteppenwolf,1969,10,1,10,0,0,1
AliveBee Gees,1972,7,1,34,0,0,0
A Very Special Love SongCharlie Rich,1974,14,1,11,0,0,0
Only YouRingo Starr,1974,13,1,6,0,0,3
Can't Smile Without YouBarry Manilow,1978,19,1,3,0,7,10
Coward Of The CountyKenny Rogers,1979,19,1,3,0,5,8
Crimson And CloverJoan Jett & the Blackhearts,1982,15,1,7,0,0,3
Better Be Good To MeTina Turner,1984,21,1,5,0,2,5
Anything For YouGloria Estefan & Miami Sound Machine,1988,23,1,1,2,5,7
Shattered DreamsJohnny Hates Jazz,1988,19,1,2,0,5,6
Power Of Love/Love PowerLuther Vandross,1991,18,1,4,0,3,6
Tell Me WhenThe Human League,1995,12,1,31,0,0,0
Promises BrokenSoul Asylum,1996,5,1,63,0,0,0
BailamosEnrique Iglesias,1999,20,1,1,2,6,6
She's All I Ever HadRicky Martin,1999,20,1,2,0,4,5
Dear LieTLC,2000,7,1,51,0,0,0
OoohhhweeMaster P Featuring Weebie,2001,11,1,63,0,0,0
Starry Eyed SurpriseOakenfold Featuring Shifty Shellshock,2002,8,1,41,0,0,0
Big ChipsR. Kelly & Jay-Z,2004,9,1,39,0,0,0
A Different WorldBucky Covington,2007,20,1,58,0,0,0
"Take It To The HeadDJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",2012,20,1,58,0,0,0
Started From The BottomDrake,2013,22,1,6,0,0,10
Do They Know It's Christmas? (2014)Band Aid 30,2014,1,1,63,0,0,0
Don't MindKent Jones,2016,20,1,8,0,0,6
Caught Their EyesJAY-Z Featuring Frank Ocean,2017,1,1,63,0,0,0
Soon You'll Get BetterTaylor Swift Featuring Dixie Chicks,2019,1,1,63,0,0,0
REALLYDaBaby Featuring Stunna 4 Vegas,2019,1,1,63,0,0,0
Big Bopper's WeddingBig Bopper,1958,7,1,38,0,0,0
Rocka-CongaThe Applejacks,1958,10,1,38,0,0,0
Ambrose (Part Five)Linda Laurie,1959,9,1,52,0,0,0
(Now and Then There's) A Fool Such As IElvis Presley With The Jordanaires,1959,15,1,2,0,3,5
Rockin' Around The Christmas TreeBrenda Lee,1960,31,9,2,0,2,4
Silent NightBing Crosby,1960,2,1,54,0,0,0
At The ClubRay Charles and his Orchestra,1962,7,1,44,0,0,0
DominiqueThe Singing Nun (Soeur Sourire),1963,13,1,1,4,7,9
P.S. I Love YouThe Beatles,1964,8,1,10,0,0,1
"Save It For MeThe 4 Seasons Featuring the ""Sound of Frankie Valli""",1964,8,1,10,0,0,2
Baby You're A Rich ManThe Beatles,1967,5,1,34,0,0,0
People Got To Be FreeThe Rascals,1968,14,1,1,5,8,9
Daddy Sang BassJohnny Cash,1968,10,1,42,0,0,0
Spirit In The SkyNorman Greenbaum,1970,15,1,3,0,5,8
(If Loving You Is Wrong) I Don't Want To Be RightLuther Ingram,1972,16,1,3,0,5,8
Sweet Sticky ThingOhio Players,1975,8,1,33,0,0,0
Shine ShineBarry Gibb,1984,10,1,37,0,0,0
Should've Known BetterRichard Marx,1987,21,1,3,0,3,5
SensitivityRalph Tresvant,1990,20,1,4,0,3,8
PaperQueen Latifah Featuring Apache,1998,10,1,50,0,0,0
Can't Get You Out Of My HeadKylie Minogue,2002,20,1,7,0,0,3
That GirlMarques Houston,2003,7,1,63,0,0,0
Sleep On ItDanity Kane,2006,2,1,64,0,0,0
DamagedDanity Kane,2008,22,1,10,0,0,2
Don't Stand So Close To Me / Young GirlGlee Cast,2009,1,1,64,0,0,0
Rude BoyRihanna,2010,22,1,1,5,9,13
AngelJavier Colon,2011,1,1,64,0,0,0
Stronger (What Doesn't Kill You)Kelly Clarkson,2011,37,3,1,3,10,16
Party On Fifth Ave.Mac Miller,2011,6,2,64,0,0,0
Roman In MoscowNicki Minaj,2011,2,1,64,0,0,0
Black Or WhiteGlee Cast,2012,1,1,64,0,0,0
Pusher Love GirlJustin Timberlake,2013,2,1,64,0,0,0
Bridge Over Troubled WaterTessanne Chin,2013,1,1,64,0,0,0
Back To SleepChris Brown,2016,20,1,20,0,0,0
Bohemian RhapsodyPanic! At The Disco,2016,1,1,64,0,0,0
Single AgainBig Sean,2019,3,1,64,0,0,0
SuicidalYNW Melly,2019,4,1,58,0,0,0
Anthony BoyChuck Berry,1959,5,1,60,0,0,0
PersonalityLloyd Price and His Orchestra,1959,19,1,2,0,8,10
Ragtime Cowboy JoeDavid Seville And The Chipmunks,1959,9,1,16,0,0,0
Baby It's YouThe Shirelles,1961,15,1,8,0,0,2
SherryThe 4 Seasons,1962,14,1,1,5,7,7
Sugar ShackJimmy Gilmer And The Fireballs,1963,15,1,1,5,9,10
BernadetteFour Tops,1967,10,1,4,0,3,5
Soulful StrutYoung-Holt Unlimited,1968,13,1,3,0,4,5
Please Mr. PleaseOlivia Newton-John,1975,15,1,3,0,5,8
Chuck E.'s In LoveRickie Lee Jones,1979,15,1,4,0,3,6
Take It On The RunREO Speedwagon,1981,20,1,5,0,2,6
Step By StepEddie Rabbitt,1981,22,1,5,0,2,8
So CloseDiana Ross,1983,10,1,40,0,0,0
Take The Short Way HomeDionne Warwick,1983,13,1,41,0,0,0
SolitaireLaura Branigan,1983,17,1,7,0,0,4
One Thing Leads To AnotherThe Fixx,1983,19,1,4,0,2,7
Almost Paradise...Love Theme From FootlooseMike Reno And Ann Wilson,1984,20,1,7,0,0,4
Do They Know It's Christmas?Band-Aid,1984,9,1,13,0,0,0
Rhythm Of The NightDebarge,1985,22,1,3,0,4,7
Show Some RespectTina Turner,1985,10,1,37,0,0,0
CommunicationThe Power Station,1985,10,1,34,0,0,0
SaraStarship,1985,20,1,1,1,5,7
Devil InsideINXS,1988,17,1,2,0,4,5
Armageddon ItDef Leppard,1988,18,1,3,0,3,5
Cold HeartedPaula Abdul,1989,21,1,1,1,4,8
Blame It On The RainMilli Vanilli,1989,23,1,1,2,5,6
StandPoison,1993,10,1,50,0,0,0
"Streets Of Philadelphia (From ""Philadelphia"")Bruce Springsteen",1994,20,1,9,0,0,3
Doll PartsHole,1994,12,1,58,0,0,0
Sho NuffTela Featuring Eightball & MJG,1997,8,1,58,0,0,0
Roxanne `97 - Puff Daddy RemixSting & The Police,1997,13,1,59,0,0,0
Bring It OnKeith Washington,1998,13,1,63,0,0,0
Better DaysWC Featuring Jon B.,1998,7,1,64,0,0,0
Best FriendPuff Daddy Featuring Mario Winans & Hezekiah Walker & The Love Fe,2000,5,1,59,0,0,0
"Burnin' UpFaith Evans Featuring Missy ""Misdemeanor"" Elliott",2002,15,1,60,0,0,0
StuckStacie Orrico,2003,11,1,52,0,0,0
StolenDashboard Confessional,2007,12,1,44,0,0,0
Signal FireSnow Patrol,2007,2,1,65,0,0,0
S.O.S.Jonas Brothers,2007,21,1,17,0,0,0
Come On OverJessica Simpson,2008,7,1,65,0,0,0
All Summer LongHit Masters,2008,5,1,19,0,0,0
RunawayLove And Theft,2009,11,1,65,0,0,0
Papa Can You Hear Me?Glee Cast,2010,1,1,65,0,0,0
Cough SyrupGlee Cast,2012,1,1,65,0,0,0
A Light That Never ComesLinkin Park X Steve Aoki,2013,1,1,65,0,0,0
Pound Cake / Paris Morton Music 2Drake Featuring Jay Z,2013,10,3,65,0,0,0
"Do You Want To Build A Snowman?Kristen Bell, Agatha Lee Monn & Katie Lopez",2014,18,1,51,0,0,0
Santa Tell MeAriana Grande,2014,5,1,42,0,0,0
Black BarbiesNicki Minaj X Mike WiLL Made-It,2016,2,2,65,0,0,0
Sick BoyThe Chainsmokers,2018,3,1,65,0,0,0
ASAP ForeverASAP Rocky Featuring Moby,2018,2,2,63,0,0,0
31 DaysFuture,2018,2,1,65,0,0,0
PromisesCalvin Harris & Sam Smith,2018,12,1,65,0,0,0
StartenderA Boogie Wit da Hoodie Featuring Offset & Tyga,2019,9,1,59,0,0,0
Put A Date On ItYo Gotti Featuring Lil Baby,2019,20,1,46,0,0,0
"Running Out Of TimeTyler, The Creator",2019,1,1,65,0,0,0
Que PretendesJ Balvin & Bad Bunny,2019,5,2,65,0,0,0
Delicious!Jim Backus & Friend,1958,2,2,66,0,0,0
¿Dònde Està Santa Claus? (Where Is Santa Claus?)Augie Rios,1958,4,1,47,0,0,0
Red River RockJohnny And The Hurricanes,1959,17,1,5,0,1,6
Talk To MeFrank Sinatra,1959,11,1,38,0,0,0
