SongID,year,comboWeek,comboInstance,maxPose,top1,top5,top10
Little Tin SoldierThe Toy Dolls,1962,4,1,84,0,0,0
Leavin' On Your MindPatsy Cline,1963,5,1,83,0,0,0
Let's StompBobby Comstock,1963,6,1,57,0,0,0
Let's Go Steady AgainNeil Sedaka,1963,9,1,26,0,0,0
Frankie And JohnnySam Cooke,1963,11,1,14,0,0,0
I'm Leaving It Up To YouDale & Grace,1963,15,1,1,2,5,7
It's All In The GameCliff Richard,1963,13,1,25,0,0,0
Going Back To LouisianaBruce Channel,1964,3,1,89,0,0,0
Good Golly Miss MollyThe Swinging Blue Jeans,1964,7,1,43,0,0,0
KikoJimmy McGriff,1964,4,2,79,0,0,0
It Ain't No UseMajor Lance,1964,8,1,68,0,0,0
Just Be TrueGene Chandler,1964,10,1,19,0,0,0
Hey Girl Don't Bother MeThe Tams,1964,8,1,41,0,0,0
I Want You To Meet My BabyEydie Gorme,1964,8,1,43,0,0,0
G.T.O.Ronny And The Daytonas,1964,13,1,4,0,2,6
Hold MeP.J. Proby,1964,4,1,70,0,0,0
Look AwayGarnet Mimms,1964,5,1,73,0,0,0
Like A ChildJulie Rogers,1965,5,1,67,0,0,0
Land Of A Thousand Dances (Part I)Thee Midniters,1965,4,1,67,0,0,0
Lipstick Traces (On A Cigarette)The O'Jays,1965,7,1,48,0,0,0
Little Lonely OneTom Jones,1965,9,1,42,0,0,0
MarieThe Bachelors,1965,10,1,15,0,0,0
Home Of The BraveJody Miller,1965,9,1,25,0,0,0
"Not The Lovin' KindDino, Desi & Billy",1965,9,1,25,0,0,0
Inky Dinky Spider (The Spider Song)The Kids Next Door,1965,3,1,84,0,0,0
HurtLittle Anthony And The Imperials,1966,6,1,51,0,0,0
Oh How HappyShades Of Blue,1966,12,1,12,0,0,0
It's OverJimmie Rodgers,1966,7,1,37,0,0,0
HeThe Righteous Brothers,1966,8,1,18,0,0,0
Free AgainBarbra Streisand,1966,4,1,83,0,0,0
Money (That's What I Want) (Part 1)Jr. Walker & The All Stars,1966,6,1,52,0,0,0
I Dig GirlsJ.J. Jackson,1966,3,1,83,0,0,0
Jimmy MackMartha & The Vandellas,1967,14,1,10,0,0,3
I've Lost YouJackie Wilson,1967,4,1,82,0,0,0
It's Cold OutsideThe Choir,1967,6,1,68,0,0,0
I Take It BackSandy Posey,1967,12,1,12,0,0,0
Give Me TimeDusty Springfield,1967,4,1,76,0,0,0
In The Heat Of The NightRay Charles,1967,7,1,33,0,0,0
JudyElvis Presley,1967,5,1,78,0,0,0
Fall In Love With MeBettye Swann,1967,5,1,67,0,0,0
I'm Gonna Make You Love MeMadeline Bell,1968,9,1,26,0,0,0
Hey Hey BunnyJohn Fred And The Playboys,1968,6,1,57,0,0,0
Funky Walk Part I (East)Dyke And The Blazers,1968,5,1,67,0,0,0
Down At Lulu'sOhio Express,1968,9,1,33,0,0,0
I Heard It Thru The GrapevineKing Curtis & The Kingpins,1968,3,1,83,0,0,0
Girl WatcherThe O'Kaysions,1968,14,1,5,0,4,5
From The Teacher To The PreacherGene Chandler & Barbara Acklin,1968,8,1,57,0,0,0
Goody Goody Gumdrops1910 Fruitgum Co.,1968,9,1,37,0,0,0
Just Ain't No LoveBarbara Acklin,1968,9,1,67,0,0,0
May IBill Deal & The Rhondels,1969,10,1,39,0,0,0
Grits Ain't Groceries (All Around The World)Little Milton,1969,5,1,73,0,0,0
No Not MuchThe Smoke Ring,1969,4,1,85,0,0,0
I've Been HurtBill Deal & The Rhondels,1969,10,1,35,0,0,0
"Mr. Walker, It's All OverBillie Jo Spears",1969,4,1,80,0,0,0
I Want To Take You HigherSly & The Family Stone,1969,16,2,38,0,0,0
In My RoomSagittarius,1969,2,1,86,0,0,0
Maybe The Rain Will FallThe Cascades,1969,6,1,61,0,0,0
No One For Me To Turn ToSpiral Starecase,1969,7,1,52,0,0,0
Let A Woman Be A Woman - Let A Man Be A ManDyke And The Blazers,1969,11,1,36,0,0,0
I'm Gonna Love YouThe Intrigues,1969,3,1,86,0,0,0
I Would Be In Love (Anyway)Frank Sinatra,1970,3,1,88,0,0,0
Make Me SmileChicago,1970,14,1,9,0,0,2
Farther On Down The RoadJoe Simon,1970,8,1,56,0,0,0
Lay Down (Candles In The Rain)Melanie with The Edwin Hawkins Singers,1970,17,1,6,0,0,6
Hand Me Down WorldThe Guess Who,1970,11,1,17,0,0,0
I Just Wanna Keep It TogetherPaul Davis,1970,9,1,51,0,0,0
I Can't Believe That You've Stopped Loving MeCharley Pride,1970,6,1,71,0,0,0
Heartbreak HotelFrijid Pink,1970,5,1,72,0,0,0
Hot PantsSalvage,1971,7,1,54,0,0,0
Love Makes The World Go RoundKiki Dee,1971,3,1,87,0,0,0
House At Pooh CornerNitty Gritty Dirt Band,1971,13,1,53,0,0,0
Jumpin' Jack FlashJohnny Winter,1971,2,1,89,0,0,0
Here Comes That Rainy Day Feeling AgainThe Fortunes,1971,14,1,15,0,0,0
I Need Someone (To Love Me)Z.Z. Hill,1971,3,1,86,0,0,0
How Did We Lose It BabyJerry Butler,1971,3,1,85,0,0,0
Go Away Little GirlDonny Osmond,1971,15,1,1,3,7,9
Never My LoveThe 5th Dimension,1971,11,1,12,0,0,0
Midnight ManJames Gang,1971,4,1,80,0,0,0
Got To Be ThereMichael Jackson,1971,14,1,4,0,5,9
I'm Still WaitingDiana Ross,1971,5,1,63,0,0,0
Glory BoundThe Grass Roots,1972,10,1,34,0,0,0
Living Without YouManfred Mann's Earth Band,1972,7,1,69,0,0,0
Mister Can't You SeeBuffy Sainte-Marie,1972,8,1,38,0,0,0
"Love Theme From ""The Godfather"" (Speak Softly Love)Andy Williams",1972,11,1,34,0,0,0
Isn't Life StrangeThe Moody Blues,1972,10,1,29,0,0,0
FranceneZZ Top,1972,9,1,69,0,0,0
Men Of LearningVigrass & Osborne,1972,7,1,65,0,0,0
Love SongTommy James,1972,6,1,67,0,0,0
"From The BeginningEmerson, Lake & Palmer",1972,11,1,39,0,0,0
Listen To The MusicThe Doobie Brothers,1972,13,1,11,0,0,0
Money Back GuaranteeFive Man Electrical Band,1972,5,1,72,0,0,0
Long Dark RoadThe Hollies,1972,11,1,26,0,0,0
I Can't Stand To See You CrySmokey Robinson & The Miracles,1972,8,1,45,0,0,0
I Knew Jesus (Before He Was A Star)Glen Campbell,1973,12,1,45,0,0,0
I Can Understand ItThe New Birth,1973,13,1,35,0,0,0
Nobody Wants You When You're Down And OutBobby Womack,1973,15,1,29,0,0,0
Half-BreedCher,1973,20,1,1,2,6,8
Nutbush City LimitsIke & Tina Turner,1973,15,1,22,0,0,0
Love's ThemeLove Unlimited Orchestra,1973,22,1,1,1,4,7
Energy Crisis '74Dickie Goodman,1974,8,1,33,0,0,0
I Am What I AmLois Fletcher,1974,7,1,64,0,0,0
I'm The Leader Of The GangBrownsville Station,1974,8,1,48,0,0,0
I've Been Born AgainJohnnie Taylor,1974,4,1,78,0,0,0
"Honey, HoneyABBA",1974,10,1,27,0,0,0
Loose BootySly & The Family Stone,1974,4,1,84,0,0,0
Never Can Say GoodbyeGloria Gaynor,1974,17,1,9,0,0,2
If Loving You Is Wrong I Don't Want To Be RightMillie Jackson,1975,7,1,42,0,0,0
EmmaHot Chocolate,1975,14,1,8,0,0,2
I Have A DreamDonny Osmond,1975,7,1,50,0,0,0
How LongAce,1975,16,1,3,0,2,4
Good Lovin' Gone BadBad Company,1975,8,1,36,0,0,0
Give The People What They WantThe O'Jays,1975,9,1,45,0,0,0
I Dreamed Last NightJustin Hayward & John Lodge,1975,7,1,47,0,0,0
"Fallin' In LoveHamilton, Joe Frank & Reynolds",1975,17,1,1,1,5,6
Like They Say In L.A.East L.A. Car Pool,1975,6,1,72,0,0,0
I Got Stoned And I Missed ItJim Stafford,1975,9,1,37,0,0,0
Manhattan SpiritualMike Post,1975,7,1,56,0,0,0
Is It Love That We're Missin'Quincy Jones (feat. The Brothers Johnson),1975,10,1,70,0,0,0
Full Of FireAl Green,1975,11,1,28,0,0,0
Love Is The DrugRoxy Music,1975,14,1,30,0,0,0
Love FireJigsaw,1976,11,1,30,0,0,0
Happy DaysPratt & McClain with Brother Love,1976,14,1,5,0,2,5
I'm EasyKeith Carradine,1976,19,1,17,0,0,0
Foxy LadyCrown Heights Affair,1976,12,1,49,0,0,0
I'd Really Love To See You TonightEngland Dan & John Ford Coley,1976,24,1,2,0,7,10
Honey ChildBad Company,1976,6,1,59,0,0,0
"Light Up The World With SunshineHamilton, Joe Frank & Dennison",1976,5,1,67,0,0,0
GoofusCarpenters,1976,5,1,56,0,0,0
Love Of My LifeGino Vannelli,1976,8,1,64,0,0,0
It's A Long Way ThereLittle River Band,1976,16,1,28,0,0,0
I Like Dreamin'Kenny Nolan,1976,27,1,3,0,4,7
"Man Smart, Woman SmarterRobert Palmer",1976,7,1,63,0,0,0
I Wanna Get Next To YouRose Royce,1977,17,1,10,0,0,2
Feels Like The First TimeForeigner,1977,22,1,4,0,3,5
Hold Back The NightGraham Parker And The Rumour,1977,8,1,58,0,0,0
My Best Friend's WifePaul Anka,1977,2,1,80,0,0,0
Making A Good Thing BetterOlivia Newton-John,1977,4,1,87,0,0,0
Down The HallThe 4 Seasons,1977,6,1,65,0,0,0
Nothing But A BreezeJesse Winchester,1977,3,1,86,0,0,0
I Go CrazyPaul Davis,1977,40,1,7,0,0,5
Little QueenHeart,1977,6,1,62,0,0,0
"Fair GameCrosby, Stills & Nash",1977,9,1,43,0,0,0
Goin' PlacesThe Jacksons,1977,7,1,52,0,0,0
Just The Way You AreBilly Joel,1977,27,1,3,0,3,8
Happy AnniversaryLittle River Band,1977,18,1,16,0,0,0
If I Can't Have YouYvonne Elliman,1978,22,1,1,1,7,10
King TutSteve Martin And The Toot Uncommons,1978,15,1,17,0,0,0
Fool If You Think It's OverChris Rea,1978,15,1,12,0,0,0
LightsJourney,1978,17,3,68,0,0,0
On The ShelfDonny & Marie Osmond,1978,10,1,38,0,0,0
I Will Be In Love With YouLivingston Taylor,1978,14,1,30,0,0,0
DriftwoodThe Moody Blues,1978,7,1,59,0,0,0
Moment By MomentYvonne Elliman,1978,6,1,59,0,0,0
Oh HoneyDelegation,1979,12,1,45,0,0,0
Now That We Found LoveThird World,1979,8,1,47,0,0,0
Good Times RollThe Cars,1979,10,1,41,0,0,0
Love Takes TimeOrleans,1979,15,1,11,0,0,0
Makin' ItDavid Naughton,1979,24,1,5,0,2,6
Love Is Gonna Come At LastBadfinger,1979,4,1,69,0,0,0
Lead Me OnMaxine Nightingale,1979,23,1,5,0,2,5
Heaven Must Have Sent YouBonnie Pointer,1979,23,1,11,0,0,0
I Know A Heartache When I See OneJennifer Warnes,1979,22,1,19,0,0,0
Just Another NightIan Hunter,1979,6,1,68,0,0,0
I've Got The Next DanceDeniece Williams,1979,5,1,73,0,0,0
For LovePousette-Dart Band,1979,4,1,83,0,0,0
Hold On To The NightHotel,1979,4,1,80,0,0,0
Mistrusted LoveMistress,1979,9,1,49,0,0,0
I Do Believe In YouPages,1979,3,1,84,0,0,0
Give It All You GotChuck Mangione,1980,16,1,18,0,0,0
I Shoulda Loved YaNarada Michael Walden,1980,6,1,66,0,0,0
Loving You With My EyesStarland Vocal Band,1980,6,1,71,0,0,0
Love On The PhoneSuzanne Fellini,1980,2,1,87,0,0,0
"FunkytownLipps, Inc.",1980,23,1,1,4,8,9
It Takes TimeThe Marshall Tucker Band,1980,3,1,79,0,0,0
Just For The MomentRay Kennedy,1980,3,1,82,0,0,0
Love And LonelinessThe Motors,1980,5,1,78,0,0,0
On The ReboundRuss Ballard,1980,8,1,58,0,0,0
Old-Fashion LoveCommodores,1980,16,1,20,0,0,0
My MistakeThe Kingbees,1980,8,1,81,0,0,0
My Guy/My GirlAmii Stewart & Johnny Bristol,1980,8,1,63,0,0,0
I'm Happy That Love Has Found YouJimmy Hall,1980,17,1,27,0,0,0
I Love A Rainy NightEddie Rabbitt,1980,28,1,1,2,7,9
Full Of FireShalamar,1980,12,1,55,0,0,0
GamesPhoebe Snow,1981,10,1,46,0,0,0
Let Me GoThe Rings,1981,5,1,75,0,0,0
Jones Vs. JonesKool & The Gang,1981,11,1,39,0,0,0
In The Air TonightPhil Collins,1981,17,1,19,0,0,0
Fly AwayBlackfoot,1981,12,1,42,0,0,0
Hold TightChange,1981,2,1,89,0,0,0
Not Fade AwayEric Hine,1981,5,1,73,0,0,0
Love All The Hurt AwayAretha Franklin And George Benson,1981,10,1,46,0,0,0
Let's Put The Fun Back In Rock N RollFreddy Cannon & The Belmonts,1981,4,1,81,0,0,0
Magic PowerTriumph,1981,11,1,51,0,0,0
La La Means I Love YouTierra,1981,6,1,72,0,0,0
More Than Just The Two Of UsSneaker,1981,15,1,34,0,0,0
Little Darlin'Sheila,1981,9,1,49,0,0,0
Memories Of Days Gone ByFred Parris & The Five Satins,1982,5,1,71,0,0,0
I Don't Know Where To StartEddie Rabbitt,1982,13,1,35,0,0,0
Love Plus OneHaircut One Hundred,1982,17,1,37,0,0,0
Nice GirlsEye To Eye,1982,13,1,37,0,0,0
How Can You Love MeAmbrosia,1982,4,1,86,0,0,0
LovelineDr. Hook,1982,10,1,60,0,0,0
No One Like YouScorpions,1982,7,1,65,0,0,0
LuanneForeigner,1982,6,1,75,0,0,0
How Can I Live Without HerChristopher Atkins,1982,7,1,71,0,0,0
Holdin' OnTane Cain,1982,11,1,37,0,0,0
NobodySylvia (r&b),1982,20,1,15,0,0,0
I Won't Be Home TonightTony Carey,1983,7,1,79,0,0,0
Electric AvenueEddy Grant,1983,22,1,2,0,7,8
ManiacMichael Sembello,1983,22,1,1,2,7,9
Never Tell An Angel (When Your Heart's On Fire)The Stompers,1983,4,1,88,0,0,0
Get It RightAretha Franklin,1983,8,1,61,0,0,0
Living On The EdgeJim Capaldi,1983,5,1,75,0,0,0
Major Tom (Coming Home)Peter Schilling,1983,22,1,14,0,0,0
Four Little DiamondsElectric Light Orchestra,1983,2,1,86,0,0,0
I Am LoveJennifer Holliday,1983,11,1,49,0,0,0
Just One More TimeThe Headpins,1983,9,1,70,0,0,0
For A RockerJackson Browne,1984,9,1,45,0,0,0
It's Gonna Be SpecialPatti Austin,1984,4,1,82,0,0,0
Love Me In A Special WayDebarge,1984,11,1,45,0,0,0
DowntownDolly Parton,1984,4,1,80,0,0,0
Little LadyDuke Jupiter,1984,7,1,68,0,0,0
Hold MeTeddy Pendergrass And Whitney Houston,1984,18,1,46,0,0,0
Missing YouJohn Waite,1984,24,1,1,1,7,9
Feels So Real (Won't Let Go)Patrice Rushen,1984,6,1,78,0,0,0
Happy EndingJoe Jackson,1984,8,1,57,0,0,0
In The Name Of LoveRalph MacDonald With Bill Withers,1984,10,1,58,0,0,0
Eye On YouBilly Squier,1984,8,1,71,0,0,0
Lonely SchoolTommy Shaw,1984,9,1,60,0,0,0
If I Had A Rocket LauncherBruce Cockburn,1985,3,1,88,0,0,0
Follow Your HeartTriumph,1985,2,1,88,0,0,0
Go Down EasyDan Fogelberg,1985,4,1,85,0,0,0
Meeting In The Ladies RoomKlymaxx,1985,11,1,59,0,0,0
Love ResurrectionAlison Moyet,1985,4,1,82,0,0,0
I Got You BabeUB40,1985,14,1,28,0,0,0
JanetCommodores,1985,4,1,87,0,0,0
KayleighMarillion,1985,8,1,74,0,0,0
Life In A Northern TownThe Dream Academy,1985,21,1,7,0,0,3
Let Me Down EasyRoger Daltrey,1985,4,1,86,0,0,0
It's All Right (Baby's Coming Back)Eurythmics,1986,6,1,78,0,0,0
Johnny Come HomeFine Young Cannibals,1986,5,1,76,0,0,0
Fire With FireWild Blue,1986,6,1,71,0,0,0
Just To See HerSmokey Robinson,1987,21,1,8,0,0,4
I'd Still Say YesKlymaxx,1987,20,1,18,0,0,0
Dreamin'Will To Power,1987,16,1,50,0,0,0
I'm BadLL Cool J,1987,4,1,84,0,0,0
Heart And SoulThe Monkees,1987,4,1,87,0,0,0
I Don't Mind At AllBourgeois Tagg,1987,17,1,38,0,0,0
Hot Hot Hot!!!The Cure,1988,7,1,65,0,0,0
Englishman In New YorkSting,1988,4,1,84,0,0,0
Get ItStevie Wonder & Michael Jackson,1988,6,1,80,0,0,0
Forever YoursTony Terry,1988,5,1,80,0,0,0
Heart Turns To StoneForeigner,1988,10,1,56,0,0,0
JackieBlue Zone U.K.,1988,9,1,54,0,0,0
I Wanna Have Some FunSamantha Fox,1988,23,1,8,0,0,1
Giving Up On LoveRick Astley,1989,10,1,38,0,0,0
I Like ItDino,1989,25,1,7,0,0,4
If I Could Turn Back TimeCher,1989,23,1,3,0,3,5
Jackie BrownJohn Mellencamp,1989,8,1,48,0,0,0
Love's About to Change My HeartDonna Summer,1989,3,1,85,0,0,0
Hold OnDonny Osmond,1989,7,1,73,0,0,0
How Am I Supposed To Live Without YouMichael Bolton,1989,23,1,1,3,5,6
Nothin' To HidePoco,1989,12,1,39,0,0,0
Let Love RuleLenny Kravitz,1990,4,1,89,0,0,0
Got To GetLeila K With Rob 'N' Raz,1990,11,1,48,0,0,0
House Of PainFaster Pussycat,1990,21,1,28,0,0,0
"How 'Bout Us (From ""True Love"")Grayson Hugh & Betty Wright",1990,7,1,67,0,0,0
Girls Nite OutTyler Collins,1990,21,1,6,0,0,3
La RazaKid Frost,1990,18,1,42,0,0,0
High EnoughDamn Yankees,1990,29,1,3,0,4,8
On The Way UpElisa Fiorillo,1990,19,1,27,0,0,0
Lost SoulBruce Hornsby & The Range With Shawn Colvin,1990,3,1,84,0,0,0
Love Will Never Do (Without You)Janet Jackson,1990,22,1,1,1,5,7
Get HereOleta Adams,1990,23,1,5,0,1,3
"Just The Way It Is, BabyThe Rembrandts",1991,19,1,14,0,0,0
In Your ArmsLittle Caesar,1991,5,1,79,0,0,0
Love DesireSandee,1991,11,1,49,0,0,0
I Wanna Be Your GirlIcy Blu,1991,20,1,46,0,0,0
GalileoIndigo Girls,1992,2,1,89,0,0,0
Free Your MindEn Vogue,1992,20,1,8,0,0,1
Johnny Have You Seen Her?The Rembrandts,1992,8,1,54,0,0,0
Knock-N-BootsWreckx-N-Effect,1993,11,1,72,0,0,0
It Was A Good DayIce Cube,1993,20,1,15,0,0,0
In My NatureNuttin' Nyce,1993,6,1,83,0,0,0
Everybody HurtsR.E.M.,1993,20,1,29,0,0,0
Flow JoeFat Joe,1993,2,1,89,0,0,0
Never Keeping SecretsBabyface,1993,23,1,15,0,0,0
"I Love Music (From ""Carlito's Way"")Rozalla",1993,7,1,76,0,0,0
GodTori Amos,1994,12,1,72,0,0,0
I Like To Move ItReel 2 Real Featuring The Mad Stuntman,1994,6,1,89,0,0,0
I Want YouJuliet Roberts,1994,14,1,44,0,0,0
Got Me WaitingHeavy D & The Boyz,1994,20,1,20,0,0,0
No Doubt About ItNeal McCoy,1994,5,1,75,0,0,0
HappinessBilly Lawrence,1994,4,1,87,0,0,0
"New Age Girl (From ""Dumb And Dumber"")Deadeye Dick",1994,27,1,27,0,0,0
I Saw It Cummin'PMD,1994,3,1,89,0,0,0
Fat BoyMax-A-Million,1995,20,1,69,0,0,0
Froggy StyleNuttin' Nyce,1995,13,1,63,0,0,0
Foe LifeMack 10,1995,11,1,71,0,0,0
I Can't Tell You WhyBrownstone,1995,13,1,54,0,0,0
Fu-Gee-LaFugees,1995,20,1,29,0,0,0
Everybody Be SomebodyRuffneck Featuring Yavahn,1996,7,1,82,0,0,0
Knocks Me Off My FeetDonell Jones,1996,20,1,49,0,0,0
Hero Of The DayMetallica,1996,18,1,60,0,0,0
FriendsJohn Michael Montgomery,1996,12,1,69,0,0,0
How Do I LiveLeAnn Rimes,1997,69,1,2,0,25,32
In Harm's WayBeBe Winans,1997,12,1,83,0,0,0
JealousyKim Sanders,1998,10,2,89,0,0,0
It's Your LoveShe Moves,1998,15,1,67,0,0,0
Now That I Found YouTerri Clark,1998,13,1,72,0,0,0
Love The WayEOL,1998,6,1,79,0,0,0
If I Lost YouTravis Tritt,1998,11,1,86,0,0,0
Life Ain't EasyCleopatra,1998,5,1,81,0,0,0
Fire EscapeFastball,1998,8,1,86,0,0,0
Nas Is LikeNas,1999,4,1,86,0,0,0
I'll BeReba McEntire,2000,20,1,51,0,0,0
Got It AllEve & Jadakiss,2000,5,1,88,0,0,0
Just Friends (Sunny)Musiq,2000,20,1,31,0,0,0
Like GlueSean Paul,2003,20,1,13,0,0,0
Frontin'Pharrell Featuring Jay-Z,2003,23,1,5,0,3,9
Knock KnockMonica,2003,18,1,75,0,0,0
Hot & Wet112 Featuring Ludacris,2003,9,1,70,0,0,0
In My LifeJuvenile Featuring Mannie Fresh,2004,17,1,46,0,0,0
HeadsprungLL Cool J,2004,20,1,16,0,0,0
Gotta Go SoloPatti LaBelle Featuring Ron Isley,2004,9,1,89,0,0,0
Little SisterQueens Of The Stone Age,2005,9,3,88,0,0,0
Happy?Mudvayne,2005,4,1,89,0,0,0
Gotta Make ItTrey Songz Featuring Twista,2005,7,1,87,0,0,0
NakedMarques Houston,2005,14,1,47,0,0,0
Just Want You To KnowBackstreet Boys,2005,4,1,70,0,0,0
If You Were MineMarcos Hernandez,2005,8,1,78,0,0,0
My LoveJustin Timberlake Featuring T.I.,2006,29,1,1,3,10,14
HonestlyCartel,2007,5,1,89,0,0,0
Freak On A Leash (Unplugged)Korn Featuring Amy Lee,2007,1,1,89,0,0,0
Free And Easy (Down The Road I Go)Dierks Bentley,2007,20,1,46,0,0,0
Letter To MeBrad Paisley,2007,20,1,40,0,0,0
Fly Like MeChingy Featuring Amerie,2008,2,1,89,0,0,0
Feels Like TonightDaughtry,2008,20,1,24,0,0,0
I Will Possess Your HeartDeath Cab For Cutie,2008,12,2,70,0,0,0
Don'tBilly Currington,2008,20,1,52,0,0,0
God Love HerToby Keith,2008,20,1,36,0,0,0
Here Comes GoodbyeRascal Flatts,2009,16,1,11,0,0,0
Live Like We're DyingKris Allen,2009,29,2,18,0,0,0
Nothin' On YouB.o.B Featuring Bruno Mars,2010,28,1,1,2,11,13
Follow Me Down3OH!3 Featuring Neon Hitch,2010,2,2,89,0,0,0
"Lover, LoverJerrod Niemann",2010,20,1,29,0,0,0
I Like ItEnrique Iglesias Featuring Pitbull,2010,38,1,4,0,7,13
Double Vision3OH!3,2010,4,2,87,0,0,0
No BSChris Brown,2010,18,1,62,0,0,0
Help Is On The WayRise Against,2011,1,1,89,0,0,0
My LastBig Sean Featuring Chris Brown,2011,21,2,30,0,0,0
Georgia ClayJosh Kelley,2011,3,1,87,0,0,0
Long Hot SummerKeith Urban,2011,18,1,45,0,0,0
NothingThe Script,2011,20,1,32,0,0,0
LullabyNickelback,2011,1,1,89,0,0,0
Let's GoCalvin Harris Featuring Ne-Yo,2012,20,2,17,0,0,0
New God FlowPusha T Kanye West,2012,1,1,89,0,0,0
HelloKarmin,2012,8,1,62,0,0,0
GuapBig Sean,2012,12,1,71,0,0,0
Mama's Broken HeartMiranda Lambert,2013,20,1,20,0,0,0
Next To MeEmeli Sande,2013,20,1,25,0,0,0
Grandpa (Tell Me 'Bout The Good Old Days)Danielle Bradbery,2013,1,1,89,0,0,0
LoveHate ThingWale Featuring Sam Dew,2013,8,1,89,0,0,0
Let It GoIdina Menzel,2013,33,1,5,0,5,9
Helluva LifeFrankie Ballard,2013,20,1,51,0,0,0
My StoryR. Kelly Featuring 2 Chainz,2013,1,1,89,0,0,0
John DoeB.o.B Featuring Priscilla,2014,5,1,69,0,0,0
I Don't DanceLee Brice,2014,20,1,33,0,0,0
LifestyleRich Gang Featuring Young Thug & Rich Homie Quan,2014,25,1,16,0,0,0
Heroes (We Could Be)Alesso Featuring Tove Lo,2014,20,1,31,0,0,0
I See YouLuke Bryan,2014,19,1,41,0,0,0
Nobody LoveTori Kelly,2015,11,1,60,0,0,0
I'm The PlugDrake & Future,2015,5,1,76,0,0,0
No ShoppingFrench Montana Featuring Drake,2016,11,1,36,0,0,0
HandClapFitz And The Tantrums,2016,20,1,53,0,0,0
Drinkin' Too MuchSam Hunt,2017,1,1,89,0,0,0
I Don'tMariah Carey Featuring YG,2017,1,1,89,0,0,0
Losin ControlRuss,2017,19,1,62,0,0,0
Either WayChris Stapleton,2017,2,2,89,0,0,0
Escapate ConmigoWisin Featuring Ozuna,2017,20,1,63,0,0,0
Feel It StillPortugal. The Man,2017,44,1,4,0,3,11
Heartache On The Dance FloorJon Pardi,2017,18,1,47,0,0,0
GloriousMacklemore Featuring Skylar Grey,2017,19,2,49,0,0,0
"OKRATyler, The Creator",2018,1,1,89,0,0,0
LovelyBillie Eilish & Khalid,2018,22,4,64,0,0,0
Negative EnergyTrippie Redd Featuring Kodie Shane,2018,1,1,89,0,0,0
My LifeChuck Willis,1958,5,1,56,0,0,0
Little Red Riding HoodBig Bopper,1958,4,2,72,0,0,0
Merry Christmas BabyChuck Berry,1958,3,1,71,0,0,0
I Go ApeNeil Sedaka,1959,8,1,42,0,0,0
French Foreign LegionFrank Sinatra,1959,7,1,61,0,0,0
Jo-Jo The Dog-Faced BoyAnnette,1959,4,1,73,0,0,0
Dream LoverBobby Darin,1959,17,1,2,0,7,10
Mau-MauThe Wailers,1959,5,1,68,0,0,0
OkefenokeeFreddie Cannon,1959,9,1,43,0,0,0
Happy AnniversaryThe Four Lads,1959,5,1,77,0,0,0
I Can't Say GoodbyeThe Fireflies Featuring Ritchie Adams,1960,3,2,90,0,0,0
NightJackie Wilson,1960,17,1,4,0,3,6
My Empty RoomLittle Anthony And The Imperials,1960,2,1,86,0,0,0
Heartbreak (It's Hurtin' Me)Little Willie John,1960,12,2,38,0,0,0
I'll Save The Last Dance For YouDamita Jo,1960,12,1,22,0,0,0
My Last Date (With You)Joni James,1960,7,1,38,0,0,0
First Taste Of LoveBen E. King,1960,7,1,53,0,0,0
Model GirlJohnny Maestro,1961,12,1,20,0,0,0
Merry-Go-RoundMarv Johnson,1961,6,1,61,0,0,0
I Never KnewClyde McPhatter,1961,5,1,56,0,0,0
Hully Gully AgainLittle Caesar and The Romans,1961,4,1,54,0,0,0
Jeremiah Peabody's Poly Unsaturated Quick Dissolving Fast Acting Pleasant TRay Stevens,1961,6,1,35,0,0,0
I Don't Like It Like ThatThe Bobbettes,1961,4,1,72,0,0,0
Faraway StarThe Chordettes,1961,1,1,90,0,0,0
LaughThe Velvets featuring Virgil Johnson,1961,1,1,90,0,0,0
If You Gotta Make A Fool Of SomebodyJames Ray,1961,15,1,22,0,0,0
Happy Jose (Ching-Ching)Jack Ross,1962,6,1,57,0,0,0
MidnightJohnny Gibson,1962,4,1,76,0,0,0
Lose HerBobby Rydell,1962,4,1,69,0,0,0
Memories Of MariaJerry Byrd,1962,9,1,74,0,0,0
I'm On My WayThe Highwaymen,1962,1,1,90,0,0,0
Number One ManBruce Channel,1962,7,1,52,0,0,0
Hit RecordBrook Benton,1962,8,1,45,0,0,0
I Don't Love You No More (I Don't Care About You)Jimmy Norman,1962,8,1,47,0,0,0
Little Red Rented RowboatJoe Dowell,1962,9,1,23,0,0,0
Mary's Little LambJames Darren,1962,8,1,39,0,0,0
Green OnionsBooker T. & The MG's,1962,16,1,3,0,4,6
"If I Had A Hammer (The Hammer Song)Peter, Paul & Mary",1962,12,1,10,0,0,1
It Might As Well Rain Until SeptemberCarole King,1962,9,1,22,0,0,0
If A Man AnswersBobby Darin,1962,8,1,32,0,0,0
Mama Sang A SongWalter Brennan,1962,8,1,38,0,0,0
Keep Your Hands Off My BabyLittle Eva,1962,12,1,12,0,0,0
I Found A New BabyBobby Darin,1962,1,1,90,0,0,0
JellybreadBooker T. & The MG's,1962,5,2,82,0,0,0
I Wanna Be AroundTony Bennett,1963,16,1,14,0,0,0
LindaJan & Dean,1963,13,1,28,0,0,0
Nothing Goes Up (Without Coming Down)Nat King Cole,1963,3,2,87,0,0,0
